support,itemsets,length
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('onions',), ('chocolate',), ('rice',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('onions',), ('berries',), ('chocolate',), ('rice',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('hamburger meat',), ('berries',), ('rice',)})",6
0.01,"frozenset({('coffee',), ('pork',), ('onions',), ('hamburger meat',), ('berries',), ('rice',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('onions',), ('hamburger meat',), ('rice',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('onions',), ('hamburger meat',), ('berries',), ('rice',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('onions',), ('berries',), ('rice',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',)})",6
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('soda',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('waffles',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('hamburger meat',), ('berries',), ('chocolate',)})",6
0.01,"frozenset({('coffee',), ('pork',), ('onions',), ('hamburger meat',), ('berries',), ('chocolate',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('onions',), ('hamburger meat',), ('chocolate',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('onions',), ('hamburger meat',), ('berries',), ('chocolate',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('onions',), ('berries',), ('chocolate',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('candy',)})",6
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('coffee',), ('whipped/sour cream',), ('pork',), ('onions',), ('hamburger meat',), ('berries',)})",6
0.01,"frozenset({('pickled vegetables',), ('pip fruit',), ('rolls/buns',), ('berries',), ('whole milk',), ('chocolate',)})",6
0.01,"frozenset({('pip fruit',), ('rolls/buns',), ('berries',), ('whole milk',), ('chocolate',), ('frozen potato products',)})",6
0.01,"frozenset({('pickled vegetables',), ('pip fruit',), ('rolls/buns',), ('whole milk',), ('chocolate',), ('frozen potato products',)})",6
0.01,"frozenset({('pickled vegetables',), ('pip fruit',), ('rolls/buns',), ('berries',), ('whole milk',), ('frozen potato products',)})",6
0.01,"frozenset({('pickled vegetables',), ('pip fruit',), ('berries',), ('whole milk',), ('chocolate',), ('frozen potato products',)})",6
0.01,"frozenset({('whole milk',), ('soda',), ('pork',), ('berries',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('whipped/sour cream',), ('soda',), ('pork',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('soda',), ('pork',), ('artif. sweetener',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('whipped/sour cream',), ('soda',), ('berries',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('soda',), ('artif. sweetener',), ('berries',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('whipped/sour cream',), ('soda',), ('artif. sweetener',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('whipped/sour cream',), ('pork',), ('berries',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('pork',), ('artif. sweetener',), ('berries',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('whipped/sour cream',), ('pork',), ('artif. sweetener',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whole milk',), ('whipped/sour cream',), ('artif. sweetener',), ('berries',), ('other vegetables',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('pork',), ('berries',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('soda',), ('pork',), ('artif. sweetener',), ('berries',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('pork',), ('artif. sweetener',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('artif. sweetener',), ('berries',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('canned fish',), ('detergent',), ('frozen vegetables',), ('salty snack',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('detergent',), ('frozen vegetables',), ('seasonal products',), ('salty snack',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('canned fish',), ('detergent',), ('seasonal products',), ('salty snack',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('canned fish',), ('detergent',), ('frozen vegetables',), ('seasonal products',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('canned fish',), ('frozen vegetables',), ('seasonal products',), ('salty snack',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('whipped/sour cream',), ('pork',), ('artif. sweetener',), ('berries',), ('whole milk',), ('other vegetables',)})",6
0.01,"frozenset({('bottled water',), ('curd',), ('flour',), ('butter',), ('dishes',), ('whole milk',)})",6
0.01,"frozenset({('flower (seeds)',), ('specialty fat',), ('specialty chocolate',), ('butter',), ('candles',), ('whole milk',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('pork',), ('berries',), ('whole milk',), ('abrasive cleaner',)})",6
0.01,"frozenset({('soda',), ('pork',), ('artif. sweetener',), ('berries',), ('whole milk',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('pork',), ('artif. sweetener',), ('whole milk',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('artif. sweetener',), ('berries',), ('whole milk',), ('abrasive cleaner',)})",6
0.01,"frozenset({('whipped/sour cream',), ('pork',), ('artif. sweetener',), ('berries',), ('whole milk',), ('abrasive cleaner',)})",6
0.01,"frozenset({('pickled vegetables',), ('rolls/buns',), ('berries',), ('whole milk',), ('chocolate',), ('frozen potato products',)})",6
0.01,"frozenset({('domestic eggs',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('root vegetables',)})",6
0.01,"frozenset({('rolls/buns',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('frozen vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('frozen vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',)})",6
0.01,"frozenset({('frozen vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('fruit/vegetable juice',), ('whole milk',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('rolls/buns',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('rolls/buns',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('rolls/buns',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('frozen vegetables',), ('rolls/buns',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('canned vegetables',), ('rolls/buns',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('rolls/buns',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('rolls/buns',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('bathroom cleaner',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('rolls/buns',), ('whole milk',), ('oil',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',)})",6
0.01,"frozenset({('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
